0.85819,0.85804,0.86253
0.84975,0.84877,0.85551
0.84447,0.84281,0.85097
0.83655,0.83361,0.84388
0.82925,0.8248,0.83693
0.82423,0.81855,0.83189
0.81927,0.81219,0.82664
0.81704,0.80927,0.82418
0.81264,0.80337,0.81913
0.80832,0.79742,0.81389
0.80408,0.79139,0.80843
0.79997,0.78537,0.80282
0.79726,0.7813,0.79892
0.79568,0.77888,0.79657
0.79226,0.77356,0.79128
0.78834,0.76726,0.78483
0.7845,0.76086,0.77805
0.78301,0.75832,0.77529
0.78164,0.75597,0.77271
0.77806,0.74964,0.76559
0.77548,0.74494,0.76014
0.77328,0.74085,0.75528
0.77107,0.73663,0.75017
0.76944,0.73347,0.74627
0.76751,0.72964,0.74145
0.76545,0.72547,0.7361
0.76371,0.72189,0.73142
0.77241,0.73919,0.75329
0.76655,0.72771,0.73899
0.76431,0.72313,0.73305
0.76216,0.71863,0.72708
0.76222,0.71874,0.72724
0.76033,0.71468,0.72175
0.75936,0.71257,0.71885
0.75673,0.70671,0.71068
0.75567,0.70429,0.70724
0.75598,0.705,0.70825
0.75541,0.7037,0.70639
0.7674,0.72942,0.74117
0.77561,0.74518,0.76042
0.76916,0.73291,0.74557
0.76498,0.72452,0.73486
0.7621,0.7185,0.72691
0.75961,0.71312,0.71961
0.75858,0.71085,0.71647
0.75771,0.70891,0.71377
0.75578,0.70454,0.7076
0.75437,0.70128,0.70292
0.75345,0.69914,0.6998
0.75309,0.69827,0.69854
0.75158,0.69467,0.69323
0.75331,0.69879,0.6993
0.75754,0.70853,0.71325
0.75451,0.70161,0.7034
0.75219,0.69614,0.6954
0.75024,0.69139,0.68834
0.75001,0.69083,0.6875
0.74951,0.68958,0.68561
0.74813,0.68614,0.68037
0.74716,0.68365,0.67654
0.74748,0.68449,0.67784
0.74629,0.68141,0.67307
0.74595,0.68054,0.67171
0.74536,0.67898,0.66928
0.7442,0.67591,0.66445
0.7436,0.6743,0.6619
0.74411,0.67567,0.66406
0.74457,0.6769,0.66601
0.75115,0.69362,0.69167
0.74992,0.69061,0.68716
0.74711,0.68354,0.67637
0.74458,0.67693,0.66605
0.74381,0.67486,0.66277
0.74293,0.67247,0.65897
0.7422,0.67047,0.65577
0.74195,0.66977,0.65465
0.74123,0.66778,0.65143
0.74017,0.66478,0.64657
0.73994,0.66413,0.6455
0.73919,0.66198,0.64199
0.73903,0.66152,0.64124
0.73979,0.66371,0.64483
0.74334,0.6736,0.66078
0.74046,0.6656,0.64791
0.73936,0.66248,0.64282
0.73872,0.66062,0.63977
0.73903,0.66153,0.64125
0.73864,0.66038,0.63937
0.73782,0.65798,0.63541
0.73649,0.65402,0.62884
0.73588,0.65215,0.62572
0.73599,0.6525,0.62631
0.73603,0.65263,0.62653
0.73538,0.65063,0.62317
0.73404,0.64648,0.61621
0.73364,0.64521,0.61407
0.73464,0.64833,0.61933
0.73406,0.64652,0.61627
0.73193,0.63968,0.60472
0.7379,0.65822,0.63581
0.73586,0.6521,0.62563
0.73443,0.64769,0.61824
0.73382,0.64577,0.61501
0.73298,0.6431,0.61051
0.73237,0.64112,0.60716
0.73147,0.63819,0.60219
0.73065,0.63546,0.59756
0.73074,0.63574,0.59803
0.73036,0.63447,0.59587
0.72982,0.63266,0.59279
0.72942,0.63129,0.59045
0.7284,0.62777,0.58445
0.7286,0.62844,0.58561
0.72801,0.62638,0.58208
0.72785,0.62582,0.58114
0.72979,0.63255,0.59261
