0.95609,0.95513,0.95478
0.95299,0.95136,0.95085
0.95104,0.94889,0.94826
0.94869,0.94583,0.94504
0.9449,0.94062,0.93953
0.94116,0.93508,0.93363
0.93903,0.93172,0.93004
0.93766,0.92947,0.92762
0.93602,0.92666,0.9246
0.93455,0.92403,0.92176
0.93112,0.91739,0.91454
0.92921,0.91335,0.91013
0.92864,0.91207,0.90872
0.92751,0.90946,0.90585
0.92587,0.90542,0.90139
0.92406,0.90054,0.89597
0.92252,0.89598,0.89087
0.92137,0.89226,0.88669
0.92066,0.88979,0.88391
0.91939,0.88496,0.87843
0.91875,0.88234,0.87546
0.91821,0.87994,0.87272
0.91754,0.87677,0.86909
0.91679,0.87291,0.86464
0.91564,0.86594,0.85656
0.9151,0.86212,0.8521
0.91607,0.8687,0.85976
0.91574,0.86661,0.85734
0.91443,0.85669,0.84571
0.91413,0.85383,0.84233
0.9138,0.85033,0.83818
0.91394,0.85183,0.83997
0.91363,0.84825,0.83571
0.91343,0.84568,0.83264
0.91297,0.83826,0.82372
0.91286,0.83598,0.82095
0.91287,0.83619,0.82121
0.91274,0.83305,0.81739
0.91397,0.85218,0.84038
0.91415,0.85401,0.84255
0.91351,0.84677,0.83394
0.91312,0.84101,0.82703
0.91294,0.83766,0.82298
0.91274,0.83299,0.81731
0.91262,0.82937,0.8129
0.91259,0.82815,0.8114
0.9125,0.82419,0.80653
0.91246,0.82123,0.80288
0.91244,0.81899,0.80009
0.91243,0.81686,0.79745
0.91243,0.81322,0.7929
0.91251,0.82488,0.80738
0.91248,0.82254,0.80449
0.91244,0.81795,0.7988
0.91245,0.81043,0.7894
0.91247,0.80844,0.78688
0.91249,0.8069,0.78494
0.91249,0.80713,0.78523
0.91255,0.80325,0.78032
0.91264,0.79908,0.775
0.91265,0.79859,0.77437
0.91267,0.79789,0.77348
0.91272,0.796,0.77105
0.91282,0.79253,0.76658
0.91291,0.78993,0.76322
0.91298,0.78807,0.7608
0.91289,0.79048,0.76393
0.9129,0.79012,0.76346
0.91253,0.80425,0.78159
0.91262,0.79967,0.77576
0.91282,0.79278,0.7669
0.91303,0.78665,0.75895
0.91306,0.78584,0.7579
0.91317,0.7831,0.75432
0.91326,0.78117,0.75179
0.91336,0.77879,0.74865
0.91344,0.77716,0.74651
0.9135,0.77586,0.74478
0.91365,0.77267,0.74055
0.91376,0.77054,0.7377
0.91378,0.77031,0.7374
0.91337,0.77857,0.74837
0.91352,0.77546,0.74426
0.91368,0.77226,0.74
0.91382,0.76949,0.7363
0.91391,0.76784,0.7341
0.91392,0.76758,0.73374
0.91392,0.76759,0.73376
0.9141,0.76436,0.72941
0.91429,0.76093,0.72477
0.91434,0.76012,0.72368
0.91437,0.75968,0.72308
0.91439,0.75933,0.7226
0.91459,0.75598,0.71803
0.91463,0.75539,0.71722
0.91487,0.75142,0.71178
0.91478,0.75287,0.71377
0.91479,0.75276,0.71363
0.91471,0.75405,0.71539
0.91398,0.76641,0.73217
0.91431,0.76066,0.72441
0.91445,0.75832,0.72123
0.91456,0.75647,0.7187
0.91477,0.75306,0.71403
0.91482,0.75228,0.71296
0.91489,0.75125,0.71155
0.91502,0.74917,0.70867
0.915,0.74939,0.70898
0.91509,0.74802,0.70709
0.91509,0.74803,0.7071
0.91522,0.74616,0.70451
0.91524,0.74587,0.7041
0.91528,0.7452,0.70318
0.91536,0.74399,0.70148
0.91539,0.7435,0.70081
0.91466,0.75481,0.71644
