0.97478,0.83747,0.83335
0.99507,0.82848,0.82466
1.0018,0.82563,0.82195
1.0012,0.82589,0.8222
1.0109,0.82189,0.81845
0.95914,0.84492,0.84085
0.95509,0.84694,0.84294
0.97203,0.83874,0.83462
0.98724,0.83187,0.8279
0.99684,0.82773,0.82394
1.0111,0.8218,0.81838
1.0229,0.8171,0.81402
1.0271,0.81549,0.81255
1.041,0.81019,0.80772
1.052,0.80617,0.80408
1.0607,0.80309,0.8013
1.0691,0.80015,0.79866
1.0841,0.79507,0.7941
1.0386,0.81112,0.80856
1.0471,0.80796,0.80569
1.0648,0.80166,0.80002
1.0962,0.79115,0.79057
1.1051,0.78833,0.78803
1.1121,0.78615,0.78607
1.111,0.78647,0.78636
1.1292,0.78098,0.78138
1.1499,0.77507,0.77597
1.1524,0.77437,0.77533
1.156,0.77339,0.77442
1.1658,0.77072,0.77194
1.1845,0.76585,0.76737
1.1989,0.76223,0.76392
1.2096,0.75965,0.76143
1.1959,0.76299,0.76464
1.1979,0.76249,0.76417
1.1245,0.7824,0.78267
1.1469,0.77591,0.77674
1.1831,0.76619,0.76769
1.2179,0.75771,0.75953
1.2227,0.7566,0.75845
1.2392,0.75289,0.75476
1.2511,0.75031,0.75216
1.2661,0.74715,0.74892
1.2766,0.74503,0.74671
1.2852,0.74335,0.74493
1.3067,0.73929,0.74057
1.3214,0.73663,0.73763
1.323,0.73635,0.73732
1.2675,0.74687,0.74863
1.2878,0.74284,0.74439
1.3095,0.73877,0.74
1.3288,0.73533,0.73618
1.3406,0.73333,0.73391
1.3425,0.73301,0.73354
1.3424,0.73303,0.73357
1.3661,0.7292,0.72908
1.3922,0.72525,0.7243
1.3985,0.72436,0.72318
1.4019,0.72386,0.72257
1.4047,0.72347,0.72207
1.4314,0.71983,0.71739
1.4363,0.7192,0.71656
1.4693,0.71511,0.71099
1.4571,0.71658,0.71303
1.458,0.71648,0.71288
1.4472,0.7178,0.71469
1.351,0.73161,0.73192
1.3943,0.72496,0.72394
1.4126,0.72236,0.72067
1.4275,0.72035,0.71807
1.4555,0.71678,0.71329
1.462,0.71598,0.7122
1.4708,0.71494,0.71076
1.4887,0.71288,0.70783
1.4867,0.7131,0.70815
1.4987,0.71177,0.70622
1.4986,0.71178,0.70624
1.5151,0.71001,0.7036
1.5178,0.70973,0.70319
1.5238,0.70912,0.70225
1.5348,0.70801,0.70054
1.5392,0.70757,0.69986
1.441,0.7186,0.71576
