0.84563,0.84276,0.84802
0.83791,0.83436,0.84085
0.83786,0.83431,0.8408
0.83757,0.83399,0.84054
0.83484,0.83104,0.838
0.86287,0.8615,0.8641
0.86088,0.85934,0.86224
0.85307,0.85085,0.85495
0.84704,0.84429,0.84934
0.84026,0.83691,0.84303
0.83838,0.83487,0.84129
0.8356,0.83186,0.83871
0.83265,0.82867,0.83597
0.82952,0.82528,0.83307
0.82687,0.82243,0.83061
0.82537,0.82082,0.82922
0.82229,0.81752,0.82637
0.81981,0.81487,0.82407
0.83247,0.82847,0.83581
0.83042,0.82626,0.83391
0.82425,0.81962,0.82819
0.81859,0.81357,0.82294
0.81492,0.80968,0.81955
0.81237,0.80699,0.81718
0.81266,0.80731,0.81745
0.8102,0.80472,0.81517
0.80483,0.79915,0.8102
0.80424,0.79854,0.80965
0.80266,0.79693,0.80819
0.80425,0.79855,0.80966
0.80115,0.79538,0.80679
0.79649,0.79068,0.80246
0.79495,0.78915,0.80103
0.7939,0.7881,0.80006
0.79544,0.78963,0.80148
0.81533,0.81011,0.81992
0.80628,0.80065,0.81154
0.80046,0.79468,0.80614
0.79455,0.78874,0.80066
0.79156,0.7858,0.79788
0.78837,0.78271,0.79492
0.7867,0.78111,0.79337
0.78203,0.77673,0.78901
0.77951,0.77442,0.78666
0.78087,0.77566,0.78793
0.77823,0.77328,0.78547
0.77542,0.77079,0.78285
0.77142,0.76737,0.7791
0.78669,0.7811,0.79335
0.77585,0.77117,0.78325
0.77566,0.771,0.78307
0.77241,0.76821,0.78003
0.77139,0.76736,0.77908
0.77126,0.76724,0.77896
0.77009,0.76628,0.77787
0.76685,0.76367,0.77483
0.76324,0.7609,0.77144
0.76178,0.75983,0.77007
0.76107,0.75932,0.7694
0.75883,0.75775,0.76729
0.75905,0.7579,0.76749
0.75434,0.75485,0.76306
0.75213,0.75355,0.76096
0.75298,0.75404,0.76177
0.75322,0.75418,0.76199
0.76163,0.75972,0.76992
0.76561,0.76269,0.77366
0.76292,0.76066,0.77113
0.75739,0.75679,0.76593
0.75417,0.75475,0.76289
0.75214,0.75355,0.76097
0.75163,0.75327,0.76049
0.74881,0.75177,0.75782
0.74669,0.75076,0.7558
0.74638,0.75062,0.75551
0.74472,0.74991,0.75393
0.74498,0.75002,0.75418
0.74307,0.74927,0.75237
0.74206,0.74892,0.7514
0.74038,0.74839,0.7498
0.739,0.74802,0.74848
0.7379,0.74776,0.74743
0.75162,0.75326,0.76048
